Start_Date,Loan Size,Repayment day,Loan Status,Loan Term,Loan Market,Amount lent,Lender rate (after loan servicing fee),Capital outstanding,Amount repaid,Amount in arrears
17/06/14,5000,17,Withdrawn,60,A*,10,0.0399,8.03778304,2.46,0
17/06/14,10000,17,Withdrawn,60,B,10,0.0658,8.13168242,2.62,0
18/06/14,15000,18,Withdrawn,60,C1,10,0.0666,8.13754908,2.62,0
18/06/14,20000,18,Closed,60,A*,10,0.0335,0,10.01,0
19/06/14,25000,19,Withdrawn,60,A2,10,0.0581,0,10.70205638,0
19/06/14,1000,19,Withdrawn,60,A2,10,0.058,8.10205638,1.89794362,0
19/06/14,2000,19,Withdrawn,60,A*,10,0.053,8.09158072,2.53,0
19/06/14,5000,19,Withdrawn,60,A2,10,0.0593,8.11454253,2.57,0
19/06/14,10000,19,Withdrawn,48,A*,10,0.027,7.42940195,2.57059805,0
19/06/14,15000,19,Withdrawn,48,A*,10,0.0276,0,10.37626812,0
20/06/14,20000,20,Closed,60,A*,10,0.0276,0,10.37,0
20/06/14,25000,20,Withdrawn,60,A*,10,0.0447,2.88186256,7.65,0
21/06/14,1000,21,Withdrawn,60,A2,10,0.067,5.00206489,5.30226959,0
21/06/14,2000,21,Withdrawn,60,A*,10,0.0315,8.00491369,2.13889497,0
22/06/14,5000,22,Closed,60,A*,10,0.0278,0,10.22,0
22/06/14,10000,22,Withdrawn,60,A2,10,0.0696,8.1413985,2.62,0
23/06/14,15000,23,Withdrawn,60,B,10,0.0698,8.14782888,2.63,0
23/06/14,20000,23,Withdrawn,60,A*,10,0.033,7.63823624,2.36176376,0
23/06/14,25000,23,Withdrawn,60,A*,10,0.0337,0,10.43583823,0
23/06/14,1000,23,Withdrawn,48,A*,10,0.0273,7.34633926,3.01,0
23/06/14,2000,23,Withdrawn,60,A*,10,0.0402,8.03611009,2.45,0
23/06/14,5000,23,Withdrawn,60,A2,10,0.0672,8.13253246,2.62,0
23/06/14,10000,23,Withdrawn,60,B,10,0.0519,8.08599912,2.04027682,0
23/06/14,15000,23,Withdrawn,60,A*,10,0.053,8.08566007,2.53,0
23/06/14,20000,23,Withdrawn,48,B,10,0.0687,7.58602938,3.15,0
23/06/14,25000,23,Withdrawn,60,A2,10,0.058,8.10369299,2.56,0
23/06/14,1000,23,Withdrawn,60,A2,10,0.058,8.10369299,2.56,0
23/06/14,2000,23,Withdrawn,60,A*,10,0.0402,8.03278866,2.46,0
23/06/14,5000,23,Withdrawn,60,A2,10,0.058,3.31063449,7.1,0
23/06/14,10000,23,Closed,60,A2,10,0.0907,0,10.24,0
23/06/14,15000,23,Withdrawn,60,A2,10,0.0672,8.13472881,2.36125076,0
23/06/14,20000,23,Withdrawn,60,A*,10,0.0277,7.98314859,2.39,0
23/06/14,25000,23,Withdrawn,60,A*,10,0.0275,7.98125814,2.39,0
23/06/14,1000,23,Withdrawn,48,A*,10,0.0272,7.43631713,2.92,0
23/06/14,2000,23,Withdrawn,60,B,10,0.0676,5.21991738,5.32,0
24/06/14,5000,24,Withdrawn,60,B,10,0.063,8.11983576,2.59,0
24/06/14,10000,24,Closed,60,A*,10,0.0335,0,10.38,0
24/06/14,15000,24,Closed,60,A1,10,0.0671,0,10.01,0
24/06/14,20000,24,Withdrawn,60,A2,10,0.0671,8.14013157,2.61,0
25/06/14,25000,25,Withdrawn,60,A*,10,0.053,8.08231472,2.53,0
25/06/14,1000,25,Closed,60,B,10,0.0657,0,10.49,0
26/06/14,2000,26,Withdrawn,60,C1,10,0.0652,8.27346519,2.45,0
26/06/14,5000,26,Withdrawn,60,A1,10,0.0658,8.13367147,2.6,0
26/06/14,10000,26,Withdrawn,60,A*,10,0.0276,7.9891654,2.38,0
27/06/14,15000,27,Withdrawn,60,B,10,0.063,8.12211797,2.58,0
27/06/14,20000,27,Withdrawn,60,A*,10,0.0332,8.0100994,2.41,0
27/06/14,25000,27,Arrangement,48,B,10,0.0987,0,10.95582757,0
27/06/14,1000,27,Withdrawn,48,A*,10,0.0275,7.6358704,2.72,0
27/06/14,2000,27,Withdrawn,60,A*,10,0.0337,8.00911147,2.41,0
27/06/14,5000,27,Withdrawn,60,A1,10,0.0703,8.14843395,1.95963092,0
27/06/14,10000,27,Withdrawn,60,A*,10,0.0277,7.98713591,2.38,0
27/06/14,15000,27,Withdrawn,60,A*,10,0.0402,6.05135962,4.44,0
28/06/14,20000,28,Withdrawn,60,A*,10,0.0276,7.98708434,2.38,0
28/06/14,25000,28,Withdrawn,60,A*,10,0.0277,7.9880461,2.38,0
29/06/14,1000,29,Closed,60,A*,10,0.0447,0,10.29,0
29/06/14,2000,29,Withdrawn,48,A*,10,0.0275,7.43304794,2.92,0
29/06/14,5000,29,Withdrawn,60,A*,10,0.0447,8.047457,2.48,0
29/06/14,10000,29,Withdrawn,60,B,10,0.0657,8.13669047,2.59,0
29/06/14,15000,29,Withdrawn,60,A1,10,0.0658,8.12956034,2.1322671,0
29/06/14,20000,29,Withdrawn,60,A*,10,0.0446,8.05675872,2.47,0
29/06/14,25000,29,Withdrawn,60,A*,10,0.0276,8.14026282,2.22,0
29/06/14,1000,29,Withdrawn,60,A*,10,0.0277,0,10.35878288,0
29/06/14,2000,29,Withdrawn,60,A*,10,0.027,6.53995024,3.46004976,0
29/06/14,5000,29,Withdrawn,60,A*,10,0.0335,8.00951987,2.41,0
30/06/14,10000,30,Withdrawn,60,A2,10,0.0661,8.28199804,2.44,0
30/06/14,15000,30,Withdrawn,60,B,10,0.0657,8.13448113,2.59,0
30/06/14,20000,30,Withdrawn,48,B,10,0.0659,7.57631634,3.13,0
30/06/14,25000,30,Withdrawn,60,A*,10,0.0315,8.15950128,2.24,0
30/06/14,1000,30,Withdrawn,60,A2,10,0.067,8.13679345,2.6,0
30/06/14,2000,30,Closed,60,A1,10,0.0658,0,10.4,0
30/06/14,5000,30,Withdrawn,60,A*,10,0.0276,8.1523571,1.98041142,0
30/06/14,10000,30,Withdrawn,60,A2,10,0.0696,8.15140809,2.61,0
30/06/14,15000,30,Withdrawn,60,B,10,0.0702,8.14697436,2.62,0
30/06/14,20000,30,Withdrawn,60,A*,10,0.0276,7.99310827,2.37,0
30/06/14,25000,30,Withdrawn,48,A*,10,0.0276,7.4329438,2.92,0
01/07/14,1000,2,Withdrawn,60,A*,10,0.0278,7.98296776,2.38,0
01/07/14,2000,2,Withdrawn,48,A*,10,0.0334,7.65830509,2.74,0
01/07/14,5000,2,Withdrawn,60,A2,10,0.0671,8.13337226,2.6,0
01/07/14,10000,2,Withdrawn,48,A2,10,0.0888,7.65956146,3.25,0
01/07/14,15000,2,Withdrawn,60,A2,10,0.088,8.20482367,1.79517633,0
01/07/14,20000,2,Withdrawn,60,A2,10,0.089,0,10.96845675,0
01/07/14,25000,2,Withdrawn,60,A1,10,0.0659,8.13259947,2.59,0
02/07/14,1000,2,Withdrawn,60,A*,10,0.0276,8.14521295,2.21,0
02/07/14,2000,2,Closed,60,A*,10,0.0332,0,10.12,0
02/07/14,5000,2,Withdrawn,60,A*,10,0.0277,7.98721239,2.38,0
02/07/14,10000,2,Withdrawn,60,A2,10,0.0674,8.29005113,2.44,0
02/07/14,15000,2,Withdrawn,60,A*,10,0.0496,8.06940493,2.5,0
02/07/14,20000,2,Withdrawn,60,A*,10,0.0276,8.14324407,2.21,0
03/07/14,25000,2,Withdrawn,60,A*,10,0.0335,8.00960998,2.41,0
03/07/14,1000,2,Closed,60,A2,10,0.0671,0,10.01,0
03/07/14,2000,2,Withdrawn,60,A2,10,0.069,8.13985258,1.86014742,0
03/07/14,5000,2,Withdrawn,60,A2,10,0.0696,0,10.78011401,0
05/07/14,10000,2,Withdrawn,48,A*,10,0.031,7.44411981,2.55588019,0
05/07/14,15000,2,Withdrawn,48,A*,10,0.0317,0,10.39341605,0
05/07/14,20000,2,Withdrawn,60,A*,10,0.0336,8.16289905,2.26,0
06/07/14,25000,2,Withdrawn,60,A1,10,0.0903,8.3606201,2.59,0
06/07/14,1000,2,Withdrawn,48,A*,10,0.0446,7.69140631,2.82,0
07/07/14,2000,3,Closed,60,A*,10,0.0496,0,10.39,0
07/07/14,5000,3,Closed,60,A2,10,0.067,0,10.58,0
07/07/14,10000,3,Withdrawn,60,A1,10,0.0658,8.28121017,2.44,0
07/07/14,15000,3,Withdrawn,60,A*,10,0.053,8.24054031,2.36,0
07/07/14,20000,3,Withdrawn,60,A*,10,0.0315,8.15939147,2.24,0
08/07/14,25000,3,Withdrawn,60,A*,10,0.0337,8.1681292,2.25,0
08/07/14,1000,3,Withdrawn,48,A2,10,0.0705,5.9727093,4.72,0
08/07/14,2000,3,Withdrawn,60,B,10,0.0681,8.29252439,1.86938457,0
08/07/14,5000,3,Withdrawn,60,A*,10,0.0277,8.14800985,2.07060646,0
08/07/14,10000,3,Withdrawn,60,A*,10,0.053,8.23881832,2.36,0
08/07/14,15000,3,Withdrawn,48,A*,10,0.0273,7.63294145,2.71,0
08/07/14,20000,3,Default,60,B,10,0.0676,1.711192912,10.15817341,0
09/07/14,25000,3,Closed,60,A*,10,0.0273,0,10.13,0
09/07/14,1000,3,Closed,48,A*,10,0.0392,0,10.25,0
10/07/14,2000,10,Closed,48,A*,10,0.0399,0,10.37,0
10/07/14,5000,10,Withdrawn,60,A*,10,0.0446,8.20799201,2.31,0
10/07/14,10000,10,Closed,60,A*,10,0.0447,0,10.53,0
11/07/14,15000,11,Withdrawn,60,C1,10,0.0702,8.29306571,2.45,0
11/07/14,20000,11,Withdrawn,60,B,10,0.0658,8.28324607,2.43,0
11/07/14,25000,11,Withdrawn,60,B,10,0.068,8.29237128,2.44,0
11/07/14,1000,11,Withdrawn,60,A1,10,0.0702,8.29616623,1.98551962,0
11/07/14,2000,11,Withdrawn,48,A1,10,0.0688,7.77507387,2.95,0
12/07/14,5000,12,Withdrawn,60,A*,10,0.0402,8.04052713,2.43,0
12/07/14,10000,12,Withdrawn,60,A*,10,0.0446,8.2049274,2.31,0
12/07/14,15000,12,Withdrawn,60,A2,10,0.058,8.25830979,2.38,0
12/07/14,20000,12,Withdrawn,60,B,10,0.0676,8.28759605,2.44,0
12/07/14,25000,12,Withdrawn,60,A2,10,0.0699,8.2987714,2.45,0
13/07/14,1000,13,Withdrawn,48,A*,10,0.0392,7.67754313,2.78,0
13/07/14,2000,13,Withdrawn,60,A*,10,0.0402,8.19600339,2.27,0
13/07/14,5000,13,Withdrawn,60,A*,10,0.0335,8.17031948,2.24,0
14/07/14,10000,14,Withdrawn,60,A*,10,0.0277,8.14723543,2.16187441,0
14/07/14,15000,14,Withdrawn,60,A*,10,0.0402,8.19463961,2.27,0
14/07/14,20000,14,Withdrawn,60,B,10,0.0658,8.28056291,2.41,0
14/07/14,25000,14,Withdrawn,60,A*,10,0.053,8.23874808,2.35,0
14/07/14,1000,14,Withdrawn,60,A2,10,0.058,8.25458395,2.38,0
14/07/14,2000,14,Withdrawn,60,A2,10,0.0671,8.28909769,2.43,0
14/07/14,5000,14,Withdrawn,60,B,10,0.0681,0,10.74309867,0
14/07/14,10000,14,Withdrawn,60,B,10,0.068,8.13947273,1.86052727,0
14/07/14,15000,14,Withdrawn,60,A*,10,0.0335,8.16412345,1.92628136,0
15/07/14,20000,15,Withdrawn,60,A*,10,0.0336,8.16957469,2.23,0
15/07/14,25000,15,Withdrawn,60,A2,10,0.0672,8.28770629,2.42,0
15/07/14,1000,15,Withdrawn,48,B,10,0.063,7.75177374,2.70947446,0
15/07/14,2000,15,Withdrawn,60,B,10,0.063,8.27853246,2.4,0
15/07/14,5000,15,Closed,60,A*,10,0.0335,0,10.23,0
15/07/14,10000,15,Withdrawn,60,A2,10,0.0703,0,10.76347595,0
15/07/14,15000,15,Withdrawn,60,A2,10,0.07,8.14347595,1.85652405,0
15/07/14,20000,15,Withdrawn,48,A1,10,0.0719,7.79222981,2.95,0
15/07/14,25000,15,Closed,60,B,10,0.063,0,10.35,0
15/07/14,1000,15,Withdrawn,60,A2,10,0.0696,0,10.75904807,0
15/07/14,2000,15,Withdrawn,60,A2,10,0.069,8.13904807,1.86095193,0
16/07/14,5000,16,Closed,60,B,10,0.0673,0,10.37,0
16/07/14,10000,16,Withdrawn,48,A2,10,0.0676,6.67132623,4.03,0
17/07/14,15000,17,Withdrawn,60,A1,10,0.0673,8.28453553,2.43,0
17/07/14,20000,17,Closed,60,A1,10,0.0658,0,10.32,0
18/07/14,25000,18,Withdrawn,48,A*,10,0.0336,7.65295914,2.49404029,0
18/07/14,1000,18,Withdrawn,60,A1,10,0.058,8.2574795,2.37,0
19/07/14,2000,19,Withdrawn,60,C1,10,0.063,8.26541194,2.43,0
19/07/14,5000,19,Closed,60,B,10,0.0673,0,10.673,0
20/07/14,10000,20,Withdrawn,60,A*,10,0.0335,1.82391897,8.44,0
20/07/14,15000,20,Withdrawn,60,B,10,0.0702,8.29692116,2.16465566,0
21/07/14,20000,21,Closed,60,A*,10,0.0336,0,10.07,0
21/07/14,25000,21,Withdrawn,60,A1,10,0.058,8.26201062,2.36,0
21/07/14,1000,21,Withdrawn,60,B,10,0.0674,8.2817927,2.46,0
22/07/14,2000,22,Withdrawn,60,A1,10,0.0659,8.28202434,2.41,0
22/07/14,5000,22,Withdrawn,60,B,10,0.065,8.27387575,1.72612425,0
22/07/14,10000,22,Withdrawn,60,B,10,0.0657,0,10.71608973,0
24/07/14,15000,24,Withdrawn,48,A*,10,0.0445,7.69558261,2.78,0
24/07/14,20000,24,Withdrawn,60,A*,10,0.0496,8.2271211,2.32,0
24/07/14,25000,24,Withdrawn,60,A2,10,0.0693,8.28895487,2.45,0
24/07/14,1000,24,Withdrawn,60,B,10,0.0559,8.24886273,2.35,0
24/07/14,2000,24,Withdrawn,60,A*,10,0.0335,8.32309424,1.67690576,0
25/07/14,5000,25,Withdrawn,60,A*,10,0.0332,8.32562797,2.06,0
25/07/14,10000,25,Withdrawn,60,C1,10,0.0613,8.26525809,2.38,0
26/07/14,15000,26,Withdrawn,48,A*,10,0.0263,7.63732738,2.69,0
26/07/14,20000,26,Withdrawn,60,A2,10,0.0597,8.25963471,1.74036529,0
26/07/14,25000,26,Withdrawn,60,A2,10,0.0598,0,10.65968514,0
27/07/14,1000,27,Withdrawn,60,B,10,0.0556,8.25092421,2.34,0
27/07/14,2000,27,Withdrawn,48,A*,10,0.0332,7.65542023,2.73,0
27/07/14,5000,27,Withdrawn,48,A2,10,0.0516,7.71357552,2.28642448,0
27/07/14,10000,27,Withdrawn,48,A2,10,0.0517,0,10.1216395,0
28/07/14,15000,28,Closed,48,A*,10,0.0329,0,10.01,0
28/07/14,20000,28,Closed,48,A*,10,0.0399,0,10.399,0
28/07/14,25000,28,Withdrawn,48,A2,10,0.0517,7.91069835,2.62,0
28/07/14,1000,28,Withdrawn,48,A2,10,0.0516,7.72310462,2.82,0
28/07/14,2000,28,Closed,60,A*,10,0.0336,0,10.01,0
28/07/14,5000,28,Withdrawn,60,A1,10,0.0575,8.25513722,2.35,0
28/07/14,10000,28,Withdrawn,48,A*,10,0.0334,7.66144675,2.72,0
28/07/14,15000,28,Withdrawn,60,A*,10,0.0335,8.16453584,2.23,0
29/07/14,20000,29,Withdrawn,60,A1,10,0.058,8.25754654,2.35,0
29/07/14,25000,29,Withdrawn,60,A*,10,0.0336,8.32088982,1.80314949,0
30/07/14,1000,30,Withdrawn,60,A*,10,0.0267,8.1394276,2.19,0
31/07/14,2000,31,Withdrawn,48,A*,10,0.0263,7.63053508,2.69,0
31/07/14,5000,31,Withdrawn,48,A*,10,0.0444,7.69252839,2.78,0
31/07/14,10000,31,Withdrawn,60,A*,10,0.0265,8.13670753,2.19,0
31/07/14,15000,31,Withdrawn,60,A*,10,0.0267,8.29715781,2.03,0
01/08/14,20000,2,Withdrawn,60,A*,10,0.0265,8.14455059,2.19,0
01/08/14,25000,2,Withdrawn,60,A*,10,0.0336,8.17187131,2.22,0
01/08/14,1000,2,Closed,60,A*,10,0.0265,0,10.29,0
02/08/14,2000,2,Withdrawn,60,A*,10,0.0263,8.29759429,2.03,0
02/08/14,5000,2,Closed,48,C1,10,0.0572,0,10,0
02/08/14,10000,2,Withdrawn,60,A*,10,0.0266,8.29793187,2.03,0
03/08/14,15000,2,Withdrawn,60,A*,10,0.0267,8.30018546,2.03,0
03/08/14,20000,2,Withdrawn,60,A*,10,0.0446,8.35995006,2.12,0
03/08/14,25000,2,Withdrawn,60,B,10,0.0558,8.39724602,2.19,0
03/08/14,1000,2,Withdrawn,60,A*,10,0.0401,8.34903275,2.1,0
03/08/14,2000,2,Withdrawn,48,A*,10,0.0629,7.94748418,2.69,0
03/08/14,5000,2,Withdrawn,60,A*,10,0.0265,6.9201461,3.4,0
03/08/14,10000,2,Withdrawn,48,A2,10,0.0566,7.93366773,2.65,0
04/08/14,15000,2,Withdrawn,60,A*,10,0.0267,8.29919621,2.03,0
04/08/14,20000,2,Withdrawn,60,B,10,0.0558,8.39556318,2.19,0
04/08/14,25000,2,Withdrawn,60,A*,10,0.0264,8.29765353,2.02,0
04/08/14,1000,2,Withdrawn,48,A2,10,0.0518,7.91893977,2.61,0
04/08/14,2000,2,Withdrawn,60,A2,10,0.0593,8.40577288,2.19,0
04/08/14,5000,2,Withdrawn,48,A*,10,0.0266,7.62819265,2.60468229,0
04/08/14,10000,2,Withdrawn,60,A2,10,0.0596,8.41868129,2.2,0
05/08/14,15000,2,Withdrawn,48,A2,10,0.0518,7.91718841,2.62,0
05/08/14,20000,2,Withdrawn,60,A*,10,0.0266,8.29728265,2.03,0
05/08/14,25000,2,Withdrawn,60,A*,10,0.0266,8.14658583,2.18,0
05/08/14,1000,2,Withdrawn,48,B,10,0.0492,7.70765478,2.82,0
05/08/14,2000,2,Withdrawn,60,B,10,0.0674,8.42763252,2.23,0
05/08/14,5000,2,Withdrawn,60,A*,10,0.0445,8.36059399,2.12,0
05/08/14,10000,2,Withdrawn,60,B,10,0.0652,8.43562971,2.23,0
06/08/14,15000,2,Withdrawn,60,A*,10,0.0658,8.43258873,2.24,0
06/08/14,20000,2,Withdrawn,60,A1,10,0.0623,8.26907784,2.38,0
06/08/14,25000,2,Withdrawn,60,A*,10,0.034,8.16896633,2.23,0
07/08/14,1000,3,Withdrawn,60,A1,10,0.0624,8.42492316,2.22,0
07/08/14,2000,3,Closed,48,B,10,0.0638,0,10.4,0
07/08/14,5000,3,Withdrawn,60,A2,10,0.0644,8.42449094,2.23,0
07/08/14,10000,3,Withdrawn,60,A1,10,0.0623,8.41649193,2.22,0
08/08/14,15000,3,Withdrawn,60,A*,10,0.0339,8.32299117,2.07,0
08/08/14,20000,3,Withdrawn,60,C1,10,0.0697,8.44795532,2.25,0
08/08/14,25000,3,Withdrawn,48,C1,10,0.0663,7.96440542,2.69,0
09/08/14,1000,3,Closed,60,A*,10,0.034,0,10.27,0
09/08/14,2000,3,Withdrawn,60,A*,10,0.0528,4.90722788,5.6,0
10/08/14,5000,10,Withdrawn,60,A2,10,0.0645,8.26831641,1.88602392,0
10/08/14,10000,10,Withdrawn,60,A*,10,0.0341,8.32767107,2.06,0
11/08/14,15000,11,Withdrawn,60,A*,10,0.053,8.38754492,2.15,0
11/08/14,20000,11,Closed,60,A*,10,0.0521,0,10.35,0
11/08/14,25000,11,Withdrawn,48,B,10,0.0584,7.94272741,2.64,0
11/08/14,1000,11,Withdrawn,48,C1,10,0.0665,7.76676268,2.9,0
11/08/14,2000,11,Withdrawn,60,A2,10,0.0694,8.44532802,2.25,0
12/08/14,5000,12,Closed,48,A*,10,0.0496,0,10.4,0
12/08/14,10000,12,Withdrawn,60,A*,10,0.0335,8.16089887,1.99244948,0
12/08/14,15000,12,Withdrawn,60,C1,10,0.0656,8.43478666,2.22,0
12/08/14,20000,12,Withdrawn,60,C1,10,0.0654,8.42693141,2.21,0
12/08/14,25000,12,Withdrawn,60,A*,10,0.0268,8.29718207,2.02,0
12/08/14,1000,12,Withdrawn,60,A*,10,0.027,8.1421538,2.19,0
12/08/14,2000,12,Withdrawn,60,A*,10,0.0528,8.38581401,2.16,0
12/08/14,5000,12,Withdrawn,60,A2,10,0.0697,7.46494644,2.78659942,0
13/08/14,10000,13,Withdrawn,48,A*,10,0.0338,7.83780137,2.54,0
13/08/14,15000,13,Withdrawn,60,A2,10,0.0644,8.42267263,2.22,0
13/08/14,20000,13,Withdrawn,60,A2,10,0.0645,8.42353606,2.22,0
13/08/14,25000,13,Withdrawn,60,A2,10,0.0693,8.29420893,2.41,0
14/08/14,1000,14,Withdrawn,60,A1,10,0.0674,8.42968092,2.23,0
14/08/14,2000,14,Withdrawn,60,A2,10,0.0645,8.27645771,2.39,0
14/08/14,5000,14,Withdrawn,60,A*,10,0.034,8.32204156,2.06,0
15/08/14,10000,15,Withdrawn,48,A*,10,0.027,7.83488516,2.48,0
15/08/14,15000,15,Withdrawn,48,B,10,0.0538,7.91928326,2.20949646,0
15/08/14,20000,15,Withdrawn,48,A2,10,0.0611,7.94763123,2.65,0
15/08/14,25000,15,Withdrawn,48,A*,10,0.0268,7.83411261,2.48,0
15/08/14,1000,15,Withdrawn,60,A*,10,0.0272,8.30259939,2.02,0
15/08/14,2000,15,Withdrawn,60,A*,10,0.0268,8.29913179,2.02,0
16/08/14,5000,16,Withdrawn,60,A2,10,0.0645,8.42762361,2.21,0
16/08/14,10000,16,Withdrawn,60,A*,10,0.027,8.29990052,2.02,0
16/08/14,15000,16,Withdrawn,60,A1,10,0.0624,8.41989944,2.2,0
16/08/14,20000,16,Withdrawn,60,A*,10,0.0271,8.30472304,2.03,0
16/08/14,25000,16,Closed,48,A*,10,0.0336,0,10.02,0
17/08/14,1000,17,Withdrawn,48,A*,10,0.0334,7.85639101,2.51,0
17/08/14,2000,17,Withdrawn,60,A*,10,0.0272,8.30654414,2.02,0
17/08/14,5000,17,Withdrawn,48,A*,10,0.0268,7.83618735,2.34599066,0
18/08/14,10000,18,Withdrawn,60,A*,10,0.034,8.32376901,2.05,0
18/08/14,15000,18,Withdrawn,60,A1,10,0.0674,8.28344756,2.4,0
18/08/14,20000,18,Withdrawn,60,A2,10,0.0743,7.31857033,3.42,0
18/08/14,25000,18,Withdrawn,60,A*,10,0.027,8.30086634,2.02,0
18/08/14,1000,18,Closed,60,B,10,0.0604,0,10.38,0
18/08/14,2000,18,Withdrawn,60,A*,10,0.027,8.30184577,2.01,0
18/08/14,5000,18,Withdrawn,60,A*,10,0.0601,8.40680519,2.19,0
18/08/14,10000,18,Withdrawn,48,A*,10,0.0268,7.83922222,2.47,0
18/08/14,15000,18,Withdrawn,60,A*,10,0.034,8.32732854,2.05,0
18/08/14,20000,18,Closed,48,A1,10,0.0592,0,10.34,0
19/08/14,25000,19,Withdrawn,60,A2,10,0.0643,8.4197115,2.07337154,0
19/08/14,1000,19,Closed,48,A2,10,0.0665,0,10.58,0
19/08/14,2000,19,Withdrawn,60,A*,10,0.0272,8.29956496,2.02,0
19/08/14,5000,19,Withdrawn,60,A*,10,0.0341,8.32417322,2.06,0
19/08/14,10000,19,Withdrawn,60,A*,10,0.027,8.30682144,2.01,0
20/08/14,15000,20,Withdrawn,60,B,10,0.0603,8.41497006,2.18,0
20/08/14,20000,20,Withdrawn,48,A*,10,0.0339,7.85039291,2.40033465,0
20/08/14,25000,20,Withdrawn,48,A1,10,0.0643,7.9539649,2.66,0
20/08/14,1000,20,Closed,60,A2,10,0.0693,0,10.22,0
20/08/14,2000,20,Closed,60,A1,10,0.0627,0,10.5,0
20/08/14,5000,20,Withdrawn,48,A*,10,0.0263,7.8372132,2.46,0
20/08/14,10000,20,Withdrawn,48,B,10,0.0585,7.93702699,2.63,0
20/08/14,15000,20,Withdrawn,60,B,10,0.0603,8.41497006,2.18,0
20/08/14,20000,20,Withdrawn,60,A*,10,0.0265,8.29864644,2.01,0
21/08/14,25000,21,Withdrawn,60,A*,10,0.0345,8.32797674,2.05,0
21/08/14,1000,21,Withdrawn,60,A*,10,0.0267,8.29622946,2.02,0
21/08/14,2000,21,Withdrawn,60,A*,10,0.0266,8.2953121,2.03,0
21/08/14,5000,21,Withdrawn,60,A*,10,0.0265,8.3047184,1.82652163,0
21/08/14,10000,21,Withdrawn,60,A2,10,0.0692,8.44537131,2.24,0
22/08/14,15000,22,Withdrawn,60,B,10,0.0604,8.4208482,2.18,0
22/08/14,20000,22,Withdrawn,60,A*,10,0.0267,8.30144496,2.01,0
23/08/14,25000,23,Withdrawn,48,A*,10,0.0266,7.83258896,2.47,0
23/08/14,1000,23,Withdrawn,60,C1,10,0.0699,8.43768672,2.09181535,0
25/08/14,2000,25,Withdrawn,60,A2,10,0.0692,8.4379168,1.78634535,0
25/08/14,5000,25,Withdrawn,60,A*,10,0.0346,8.33405198,2.04,0
25/08/14,10000,25,Withdrawn,60,A1,10,0.0625,7.40135812,2.73299225,0
25/08/14,15000,25,Withdrawn,60,A2,10,0.0642,8.42741455,1.62389208,0
26/08/14,20000,26,Withdrawn,60,B,10,0.0604,8.41444518,1.58555482,0
26/08/14,25000,26,Withdrawn,48,A2,10,0.0615,7.94507583,2.10189368,0
26/08/14,1000,26,Withdrawn,60,A2,10,0.0645,8.57583982,2.03,0
26/08/14,2000,26,Withdrawn,60,A2,10,0.0794,8.47254161,2.28,0
27/08/14,5000,27,Withdrawn,60,A*,10,0.0528,8.38591971,2.16,0
27/08/14,10000,27,Closed,48,A1,10,0.0597,0,10.02,0
27/08/14,15000,27,Withdrawn,60,A*,10,0.0264,8.30391716,2,0
27/08/14,20000,27,Withdrawn,60,A*,10,0.0266,8.29952183,2.01,0
28/08/14,25000,28,Withdrawn,60,B,10,0.0603,8.40990965,2.17,0
28/08/14,1000,28,Withdrawn,60,A*,10,0.0346,8.33119486,2.05,0
28/08/14,2000,28,Withdrawn,60,A*,10,0.0264,8.45731824,1.84,0
29/08/14,5000,29,Withdrawn,60,B,10,0.0601,8.40999637,2.2,0
29/08/14,10000,29,Withdrawn,60,A*,10,0.0265,8.30281954,2,0
30/08/14,15000,30,Withdrawn,60,B,10,0.0605,8.41462757,2.18,0
31/08/14,20000,31,Withdrawn,48,B,10,0.0729,7.98413609,2.68,0
31/08/14,25000,31,Withdrawn,60,A*,10,0.0266,8.30152037,2.01,0
01/09/14,1000,2,Withdrawn,48,B,10,0.0728,8.17346266,2.49,0
01/09/14,2000,2,Withdrawn,60,A*,10,0.0265,8.45459835,1.85,0
01/09/14,5000,2,Withdrawn,60,B,10,0.0697,8.59160885,1.69770343,0
02/09/14,10000,2,Withdrawn,60,A*,10,0.0347,8.48273641,1.89,0
03/09/14,15000,2,Closed,48,A2,10,0.0776,0,10.25,0
03/09/14,20000,2,Withdrawn,48,A2,10,0.0617,6.63808631,3.82,0
04/09/14,25000,2,Withdrawn,60,A*,10,0.0263,8.45753749,1.84,0
04/09/14,1000,2,Withdrawn,60,A2,10,0.0693,8.58573278,1.82357373,0
04/09/14,2000,2,Withdrawn,60,B,10,0.0601,8.56632652,2.01,0
04/09/14,5000,2,Withdrawn,48,A2,10,0.076,8.18294328,2.51,0
04/09/14,10000,2,Withdrawn,60,A2,10,0.0788,8.61614044,2.11,0
05/09/14,15000,2,Withdrawn,60,A1,10,0.0777,8.61507124,2.1,0
05/09/14,20000,2,Withdrawn,60,A*,10,0.0629,8.56375511,2.01,0
05/09/14,25000,2,Closed,48,B,10,0.0729,0,10.39,0
05/09/14,1000,2,Withdrawn,60,C1,10,0.0791,8.47009262,2.28,0
05/09/14,2000,2,Withdrawn,60,A*,10,0.0629,8.56694534,2.03,0
05/09/14,5000,2,Withdrawn,60,A2,10,0.0795,8.4733824,2.28,0
05/09/14,10000,2,Default,48,B,10,0.0725,2.670749455,8.944844825,0
05/09/14,15000,2,Withdrawn,48,A2,10,0.076,8.17853673,2.51,0
